FISHERY,ESTIMATE_TYPE,LICENCE_AREA,CALENDAR_YEAR,MGMT_AREA,VESSEL_COUNT,BOAT_DAYS,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,STEELHEAD_KEPT,STEELHEAD_RELD,NOTES
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,26,1,1,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2017,29,1,0,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,101,140,"3,634",0,"1,871","225,873","22,602","25,459","9,318",321,"1,627","79,619","21,583",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,102,4,21,0,0,839,0,247,0,0,0,0,8,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,103,12,55,0,17,"4,853",0,442,121,0,9,26,403,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,104,25,184,0,60,"43,282",1,"3,336",357,0,63,6,"3,073",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,105,8,10,0,0,136,0,37,5,0,0,0,23,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,107,2,7,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,108,1,2,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,123,21,95,0,0,228,595,3,8,1,0,"2,771",584,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,124,14,47,0,0,12,38,0,0,1,0,600,60,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,125,13,48,0,0,0,204,0,1,1,0,968,148,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,126,61,"1,100",0,6,91,"3,176",12,26,96,12,"26,339","1,906",0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2017,127,38,644,0,7,0,"1,606",10,13,57,5,"15,375","2,028",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2017,142,17,123,0,2,256,556,44,33,1,13,"3,001",262,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,1,61,464,0,855,"10,720",27,"1,229",855,394,405,"5,235","2,328",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,2,5,65,0,173,828,0,0,15,60,31,"1,832",120,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,6,2,20,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,11,1,3,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,12,18,64,"8,921",0,0,112,92,29,2,3,0,249,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2018,12,25,223,"52,088",1,0,223,312,390,113,38,5,426,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2018,13,23,132,"9,783",108,0,90,459,55,"1,912",18,0,126,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2018,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,23,6,53,0,0,0,0,0,0,0,0,441,261,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,25,1,1,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,26,2,5,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,27,4,39,0,0,0,17,0,0,0,0,466,83,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2018,29,28,399,"120,141",0,1,321,7,18,5,11,1,548,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,101,139,"3,202",3,"8,774","126,215",121,"25,965","6,974","2,540","3,713","57,973","15,743",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,102,5,18,0,4,"1,191",0,26,8,0,1,0,125,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,103,7,32,0,40,"6,818",0,397,207,0,7,0,714,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,104,30,142,0,66,"27,516",0,"2,518",440,0,37,0,"2,029",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,105,2,2,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,111,1,3,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,123,16,53,778,3,0,128,0,0,0,2,"1,050",418,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,124,34,153,"18,993",1,2,315,2,1,4,5,358,531,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,125,11,27,0,0,0,25,0,0,0,0,255,10,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,126,48,693,126,47,0,"3,023",4,0,12,5,"10,781",591,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2018,127,30,531,30,3,0,679,0,4,19,1,"5,760",522,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2018,142,25,228,0,"1,244","3,239",0,753,51,181,631,"5,236",730,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,1,59,538,0,612,"25,506",0,"6,342","1,559",52,752,"5,876","5,797",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,2,15,81,0,36,282,3,27,43,41,43,"1,885",286,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,6,4,42,0,2,"1,544",0,584,14,0,10,0,935,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,7,3,18,0,12,617,0,752,0,0,5,0,393,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,8,1,3,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,101,131,"2,476",12,"1,863","136,362",64,"49,840","4,844",619,"2,378","24,289","28,979",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,102,2,3,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,103,12,58,1,32,"4,422",72,"1,576",505,3,96,5,"1,354",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,104,25,77,0,41,"8,591",60,"1,913",442,0,58,0,"2,529",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,105,4,11,0,1,590,0,97,0,0,3,0,182,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,106,2,6,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2019,123,28,199,0,0,0,"4,298",31,5,0,0,"6,031",233,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2019,124,7,15,0,0,0,82,0,0,0,0,624,4,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2019,125,5,16,0,0,0,1,0,0,0,0,506,2,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2019,126,43,220,0,0,0,380,16,69,1,3,"9,503",113,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2019,127,29,172,0,4,0,"2,684",70,101,0,9,"6,531",205,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2019,142,42,373,1,106,"1,366",1,200,26,187,70,"10,746",957,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,1,54,362,0,76,"8,265",10,"11,690","5,130",0,79,"2,449","1,497",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,2,14,125,0,18,"1,167",11,30,6,0,55,"2,547",343,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2020,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2020,13,17,142,0,1,0,18,3,4,"12,771",0,0,29,0,0,
SALMON TROLL,IN-SEASON,AREA H - SALMON TROLL,2020,18,1,1,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,101,106,"1,760",0,506,"68,770",142,"121,348","25,850",3,"1,652","12,771","6,470",0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,103,3,9,0,8,842,0,71,437,0,7,0,143,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,104,21,53,0,17,"4,843",62,"3,434","1,464",0,6,0,783,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,105,9,37,0,3,"2,481",0,189,97,0,1,0,257,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2020,123,30,253,0,3,0,"3,643",0,22,0,0,"4,489",483,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2020,124,8,46,0,0,6,243,0,0,0,0,573,123,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2020,125,4,7,0,0,0,5,0,0,0,0,55,0,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2020,126,32,320,0,0,0,334,0,0,1,0,"4,067",29,0,0,
SALMON TROLL,IN-SEASON,AREA G - SALMON TROLL,2020,127,27,195,0,18,0,883,0,0,0,0,"2,121",44,0,0,
SALMON TROLL,IN-SEASON,AREA F - SALMON TROLL,2020,142,48,478,0,41,"3,013",15,129,30,22,240,"12,329",914,0,0,
