FISHERY,ESTIMATE_TYPE,LICENCE_AREA,CALENDAR_YEAR,MGMT_AREA,VESSEL_COUNT,BOAT_DAYS,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,STEELHEAD_KEPT,STEELHEAD_RELD,NOTES
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2018,21,99,223,0,0,0,20,0,0,"11,467",1,0,1,0,1,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,23,134,512,"10,543",8,"2,278",145,16,0,74,20,"12,056",30,0,35,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,25,18,96,0,0,0,84,0,0,"7,706",0,"3,307",12,0,2,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,26,4,32,0,0,0,83,0,0,"8,278",0,0,5,0,1,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2018,29,290,"1,102","600,942",0,0,62,20,12,2,4,24,"2,402",1,14,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2019,3,139,567,"19,785",0,0,"1,042","19,522",106,"4,289",437,0,747,0,44,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2019,8,221,855,247,26,6,798,621,67,"86,979","2,774","6,092",53,1,70,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2019,23,139,445,"5,972",1,178,60,0,0,0,3,"24,811",21,0,15,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2019,25,89,304,0,0,0,34,0,0,"4,126",0,"14,132",1,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2019,26,4,24,0,0,0,13,0,0,"2,717",0,0,0,0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2020,4,117,201,"22,807",0,0,769,"9,363",0,0,71,0,34,0,108,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2020,8,169,436,199,23,0,186,"10,666",31,"12,974",1,"4,130",5,0,64,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,12,114,408,0,0,100,28,2,4,"42,551",0,0,3,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,13,71,222,0,0,0,3,0,0,"12,893",0,0,4,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,14,10,60,0,0,0,13,0,0,"6,735",0,0,3,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,23,117,367,"7,038",0,0,95,0,0,0,6,"24,919",0,0,23,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,25,79,117,0,0,0,51,0,0,"6,065",0,"9,980",3,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,26,4,23,0,0,0,48,0,1,"2,977",0,0,0,0,0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2020,17,57,214,0,0,0,1,0,0,"8,110",0,0,0,0,0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2020,29,154,353,0,1,94,348,0,1,"33,339",19,0,18,0,2,
